MIC,ticker,CIK,ISIN,GICS Sector,GICS Industry
XNYS,CHCT,0001631569,US20369C1062,60,601050
XNCM,ATYR,0001339970,US0021202025,35,352010
XNGS,ADAP,0001621227,US00653A1079,35,352010
XNCM,NEXT,0001612720,US65342K1051,10,101020
XNCM,CRBP,0001595097,US21833P3010,35,352010
XNYS,SHOP,0001594805,CA82509L1076,45,451020
XNGS,UNIT,0001620280,US91325V1089,60,601080
XNGS,BZUN,0001625414,US06684L1035,25,255030
XNCM,SCNI,0001611747,US09073Q3039,35,352010
XNYS,EVH,0001628908,US30050B1017,35,351030
XNGS,WING,0001636222,US9741551033,25,253010
XNCM,STKS,0001399520,US88338K1034,25,253010
XNGS,GLPG,0001421876,US36315X1019,35,352010
XNYS,GKOS,0001192448,US3773221029,35,351010
XNMS,ATXS,0001454789,US04635X1028,35,352010
XNYS,APLE,0001418121,US03784Y2000,60,601030
XNCM,XYLO,0001618500,US58471G5080,35,351010
XNMS,APPF,0001433195,US03783C1009,45,451030
XNGS,ALRM,0001459200,US0116421050,45,451030
XNGS,MCRB,0001609809,US81750R1023,35,352010
XNYS,GNL,0001526113,US3793782018,60,601010
XNGS,NTRA,0001604821,US6323071042,35,352010
XNYS,CABO,0001632127,US12685J1051,50,502010
XNYS,TDOC,0001477449,US87918A1051,35,351030
XNYS,ENR,0001632790,US29272W1099,30,303010
XNCM,AQMS,0001621832,US03837J2006,20,202010
XNCM,AVTX,0001534120,US05338F3064,35,352010
XNMS,RPD,0001560327,US7534221046,45,451030
XNYS,BW,0001630805,US05614L2097,20,201040
XNYS,BLD,0001633931,US89055F1030,25,252010
XNCM,VTVT,0001641489,US9183852048,35,352010
XNMS,OLLI,0001639300,US6811161099,25,255030
XNYS,OOMA,0001327688,US6834161019,45,451030
XNYS,SRG,0001628063,US81752R1005,60,602010
XNYS,CC,0001627223,US1638511089,15,151010
XNYS,TRU,0001552033,US89400J1079,20,202020
XNYS,LOB,0001462120,US53803X1054,40,401010
XNYS,PLNT,0001637207,US72703H1014,25,253010
XNCM,CETX,0001435064,US15130G8814,45,452030
XNCM,PVLA,0001583648,US6979471090,35,352010
XNMS,MCFT,0001638290,US57637H1032,25,252020
XNGS,RUN,0001469367,US86771W1053,20,201040
XNGS,SYRE,0001636282,US00773J2024,35,352010
XNCM,CNFR,0001502292,US20731J1025,40,403010
XNYS,PFGC,0001618673,US71377A1034,30,301010
XNGS,KHC,0001637459,US5007541064,30,302020
XNGS,PYPL,0001633917,US70450Y1038,40,402010
XNCM,EPIX,0001633932,US29668H7089,35,352010
XNMS,RMNI,0001635282,KYG403571246,45,451030
XNCM,ANIX,0000715446,US03528H1095,35,352010
XNCM,AEMD,0000882291,US00808Y4061,35,351010
XNCM,PVBC,0001778784,US74383L1052,40,401010
XNMS,RILY,0001464790,US05580M1080,40,402030
XNYS,GNK,0001326200,MHY2685T1313,20,203030
XNYS,BNED,0001634117,US06777U2006,25,255040
XNGS,LITE,0001633978,US55024U1097,45,452010
XNCM,CYRX,0001124524,US2290503075,35,352030
XNGS,IBRX,0001326110,US45256X1037,35,352010
XNCM,KPRX,0001372514,US49721T5074,35,352020
XNGS,Z,0001617640,US98954M2008,60,602010
XNCM,XELB,0001083220,US98400M1018,25,255040
XNCM,INDP,0001857044,US45339J1051,35,352010
XNYS,HLI,0001302215,US4415931009,40,402030
XNMS,USIO,0001088034,US9173131080,40,402010
XNGS,PRPL,0001643953,US74640Y1064,25,252010
XNYS,PEN,0001321732,US70975L1070,35,351010
XNCM,PDSB,0001472091,US70465T1079,35,352010
XNCM,CSBR,0000771856,US15870P3073,35,352030
XNGS,ACRS,0001557746,US00461U1051,35,352020
XNGS,RGNX,0001590877,US75901B1070,35,352010
XNGS,SGRY,0001638833,US86881A1007,35,351020
XNCM,POAI,0001446159,US74039M3097,35,351010
XNCM,SYBX,0001527599,US87166L2097,35,352010
XNCM,GYRO,0001589061,US4038291047,60,602010
XNGS,CTMX,0001501989,US23284F1057,35,352010
XNGS,NVCR,0001645113,JE00BYSS4X48,35,351010
XNCM,GDC,0001641398,US19200A2042,50,502010
XNGS,CSWI,0001624794,US1264021064,20,201020
XNYS,MSGS,0001636519,US55825T1034,50,502020
XNYS,PJT,0001626115,US69343T1079,40,402030
XNGS,ANAB,0001370053,US0327241065,35,352010
XNYS,PSTG,0001474432,US74624M1027,45,452020
XNYS,SITE,0001650729,US82982L1035,20,201070
XNCM,COOP,0000933136,US62482R1077,40,402010
XNYS,GMS,0001600438,US36251C1036,20,201070
XNGS,DLTH,0001649744,US26443V1017,25,255040
XNCM,TTNP,0000910267,US8883147055,35,352020
XNYS,EQBK,0001227500,US29460X1090,40,401010
XNGS,VYGR,0001640266,US92915B1061,35,352010
XNMS,WVE,0001631574,SG9999014716,35,352020
XNCM,WSC,0001647088,KYG281951247,20,201030
XNMS,AXSM,0001579428,US05464T1043,35,352020
XNGS,LIVN,0001639691,GB00BYMT0J19,35,351010
XNYS,HPE,0001645590,US42824C1099,45,452020
XNYS,XYZ,0001512673,US8522341036,40,402010
XNMS,MRUS,0001651311,NL0011606264,35,352010
XNGS,MTCH,0000891103,US57667L1070,50,502030
XNGS,AVXL,0001314052,US0327973006,35,352010
XNCM,PXS,0001640043,MHY717261306,20,203030
XNYS,FCPT,0001650132,US35086T1097,60,601080
XNYS,STE,0001757898,IE00BFY8C754,35,351010
XNMS,FGBI,0001408534,US32043P1066,40,401010
XNGS,KURA,0001422143,US50127T1097,35,352010
XNCM,EDSA,0001540159,US27966L3069,35,352010
XNYS,AC,0001642122,US0455281065,40,402030
XNGS,MESO,0001345099,US5907174016,35,352010
XNGS,TEAM,0001650372,GB00BZ09BD16,45,451030
XNCM,PPBT,0001614744,US74638P2083,35,352020
XNCM,RMR,0001644378,US74967R1068,60,602010
XNCM,BDRX,0001643918,US59564R8079,35,352010
XNCM,LMFA,0001640384,US5020745031,45,451030
XNYS,YRD,0001631761,US98585L1008,40,402020
XNYS,SMBK,0001038773,US83190L2088,40,401010
XNCM,GSM,0001639877,GB00BYW6GV68,15,151040
XNCM,NISN,0001603993,VGG6593L1224,45,451030
XNGS,NTNX,0001618732,US67059N1081,45,451030
XNCM,OCX,0001642380,US68235C2061,35,352010
XNYS,RACE,0001648416,NL0011585146,25,251020
XNYS,NOMD,0001651717,VGG6564A1057,30,302020
XNCM,WKHS,0001425287,US98138J3059,25,251020
XNCM,SELF,0001031235,US37955N1063,60,601080
XNCM,OTLK,0001649989,US69012T3059,35,352010
XNMS,GWRS,0001434728,US3794631024,55,551040
XNMS,TCMD,0001027838,US87357P1003,35,351010
XNGS,EDIT,0001650664,US28106W1036,35,352010
XNGS,AVGO,0001730168,SG9999014823,45,453010
XNMS,CRVS,0001626971,US2210151005,35,352010
XNCM,MBRX,0001659617,US60855D3098,35,352010
XNYS,NIC,0001174850,US65406E1029,40,401010
XNCM,IZEA,0001495231,US46604H2040,50,502030
XNGS,SNDX,0001395937,US87164F1057,35,352010
XNCM,DRIO,0001533998,US23725P2092,35,351030
XNCM,NNDM,0001643303,US63008G2030,20,201060
XNGS,HCM,0001648257,US44842L1035,35,352020
XNGS,HONE,0001769617,US41165Y1001,40,401010
XNYS,ATKR,0001666138,US0476491081,20,201040
XNMS,NTLA,0001652130,US45826J1051,35,352010
XNYS,PR,0001658566,US71424F1057,10,101020
XNGS,BATRA,0001958140,US0477261046,50,502020
XNGS,FWONA,0001560385,US5312297717,50,502010
XNGS,RRR,0001653653,US75700L1089,25,253010
XNYS,ENIC,0001659939,US29278D1054,55,551010
XNCM,CDXC,0001386570,US1710774076,35,352030
XNYS,NGVT,0001653477,US45688C1071,15,151010
XNCM,MTVA,0001638287,US64132R4048,35,352010
XNCM,VTGN,0001411685,US92840H4002,35,352010
XNYS,TPB,0001290677,US90041L1052,30,302030
XNGS,MSBI,0001466026,US5977421057,40,401010
XNMS,CLSD,0001539029,US1850631045,35,352020
XNYS,USFD,0001665918,US9120081099,30,301010
XNMS,RNAC,0001453687,US8162123025,35,352010
XNYS,FTV,0001659166,US34959J1088,20,201060
XNYS,TWLO,0001447669,US90138F1021,45,451020
XNCM,SCKT,0000944075,US83368E2000,45,452020
XNYS,GMRE,0001533615,US37954A2042,60,601050
XNYS,OR,0001627272,CA68827L1013,15,151040
XNCM,ATOM,0001420520,US04965B1008,45,453010
XNCM,HURA,0001498382,US8989201038,35,352010
XNCM,APVO,0001671584,US03835L4059,35,352010
XNGS,PI,0001114995,US4532041096,45,453010
XNMS,TPIC,0001455684,US87266J1043,20,201040
XNCM,MYSZ,0001211805,IL0010941685,45,451030
XNCM,SRTS,0001494891,US81728J1097,35,351010
XNCM,PAVM,0001624326,US70387R4039,35,351010
XNYS,KNSL,0001669162,US49714P1084,40,403010
XNCM,QNRX,0001671502,US74907L3006,35,352010
XNGS,FHB,0000036377,US32051X1081,40,401010
XNMS,PTGX,0001377121,US74366E1029,35,352010
XNCM,EKSO,0001549084,US2826443010,35,351010
XNGS,MEDP,0001668397,US58506Q1094,35,352030
XNCM,AIRG,0001272842,US00938A1043,45,452030
XNYS,VVV,0001674910,US92047W1018,25,255040
XNCM,BMRA,0000073290,US09061H3075,35,351010
XNYS,DELL,0001571996,US24703L2025,45,452020
XNYS,ASIX,0001673985,US00773T1016,15,151010
XNYS,FBK,0001649749,US30257X1046,40,401010
XNYS,NTB,0001653242,BMG0772R2087,40,401010
XNCM,ENTO,0001604191,US33749P4081,35,352010
XNMS,TTD,0001671933,US88339J1051,50,502010
XNYS,ELF,0001600033,US26856L1035,30,303020
XNYS,DFIN,0001669811,US25787G1004,40,402030
XNMS,ACIU,0001651625,CH0329023102,35,352010
XNMS,FLGT,0001674930,US3596641098,35,351020
XNGS,IRTC,0001388658,US4500561067,35,351010
XNYS,SD,0001349436,US80007P8692,10,101020
XNCM,WORX,0001674227,US78396V2088,35,351030
XNCM,RSLS,0001427570,US76090R3093,35,351010
XNYS,CWH,0001669779,US13462K1097,25,255040
XNMS,MRAM,0001438423,US30041T1043,45,453010
XNCM,PHUN,0001665300,MHY8172W1075,45,451030
XNGS,TUSK,0001679268,US56155L1089,10,101010
XNYS,YUMC,0001673358,US98850P1093,25,253010
XNYS,AA,0001675149,US0138721065,15,151040
XNYS,ZTO,0001677250,US98980A1051,20,203010
XNMS,CRSP,0001674416,CH0334081137,35,352010
XNGS,BL,0001666134,US09239B1098,45,451030
XNYS,LW,0001679273,US5132721045,30,302020
XNGS,IMOS,0001123134,US16965P2020,45,453010
XNGS,SND,0001529628,US83191H1077,10,101010
XNMS,GECC,0001675033,US3903207039,40,402030
XNCM,XBIO,0001534525,US9840156023,35,352010
XNCM,MRKR,0001094038,US57055L2060,35,352010
XNCM,CRVO,0001053691,US15713L1098,35,352010
XNCM,PRTH,0001653558,US74275G1076,40,402010
XNYS,IIPR,0001677576,US45781V1017,60,601025
XNCM,POLA,0001622345,US73102V2043,20,201040
XNCM,ICCH,0001681903,US44931Q1040,40,403010
XNCM,ABTS,0001864055,VGG6S34K1052,45,451030
XNCM,LMB,0001606163,US53263P1057,20,201030
XNYS,INSW,0001679049,MHY410531021,10,101020
XNCM,FPAY,0001397047,US33939J3032,40,402010
XNCM,ORGO,0001661181,KYG0726L1251,35,352010
XNGS,ICHR,0001652535,KYG4740B1059,45,453010
XNCM,SNES,0001680378,US81720R6045,35,352020
XNYS,PK,0001617406,US7005171050,60,601030
XNGS,CNDT,0001677703,US2067871036,20,202020
XNYS,HGV,0001674168,US43283X1054,25,253010
XNCM,SNGX,0000812796,US8342236044,35,352010
XNGS,TRVG,0001683825,US89686D3035,50,502030
XNCM,YTRA,0001516899,KYG983381099,25,253010
XNCM,VVPR,0001681348,GB00BD3VDH82,55,551050
XNGS,METC,0001687187,US75134P6007,15,151040
XNCM,AQB,0001603978,US03842K3095,35,352010
XNYS,JELD,0001674335,US47580P1030,20,201020
XNGS,LAUR,0000912766,US5186132032,25,253020
XNYS,REVG,0001687221,US7495271071,20,201060
XNYS,FTI,0001681459,GB00BDSFG982,10,101010
XNCM,LPTX,0001509745,US52187K2006,35,352010
XNGS,VREX,0001681622,US92214X1063,35,351010
XNCM,NODK,0001681206,US65342T1060,40,403010
XNYS,INVH,0001687229,US46187W1071,60,601060
XNYS,SNAP,0001564408,US83304A1060,50,502030
XNYS,CLPR,0001649096,US18885T3068,60,601060
XNCM,NTRP,0000788611,US8265986096,45,451030
XNGS,HLNE,0001433642,US4074971064,40,402030
XNCM,VRRM,0001682745,US92511U1025,20,202020
XNYS,JILL,0001687932,US46620W2017,25,255040
XNCM,BYSI,0001677940,KYG108301006,35,352010
XNYS,PUMP,0001680247,US74347M1080,10,101010
XNGS,PLYA,0001692412,NL0012170237,25,253010
XNGS,OKTA,0001660134,US6792951054,45,451020
XNYS,AZUL,0001432364,US05501U1060,20,203020
XNYS,BTU,0001064728,US7045511000,10,101020
XNYS,YEXT,0001614178,US98585N1063,45,451030
XNYS,SNDR,0001692063,US80689H1023,20,203040
XNCM,FBRX,0001419041,US34962G2084,35,352010
XNGS,ZYME,0001937653,US98985Y1082,35,352010
XNYS,EEX,0001579214,US29103W1045,50,502010
XNYS,HCC,0001691303,US93627C1018,15,151040
XNYS,WTTR,0001693256,US81617J3014,10,101010
XNCM,NDRA,0001681682,US29273B5003,35,351010
XNYS,QXO,0001236275,US82846H4056,45,451030
XNYS,SOS,0001346610,US83587W3043,20,202020
XNYS,FND,0001507079,US3397501012,25,255040
XNCM,NCSM,0001692427,US6288772014,10,101010
XNGS,OVID,0001636651,US6904691010,35,352010
XNMS,VRNA,0001657312,US9250501064,35,352020
XNYS,CVNA,0001690820,US1468691027,25,255040
XNCM,OTRK,0001136174,US6833734014,35,351020
XNMS,VERI,0001615165,US92347M1009,45,451030
XNYS,KNTK,0001692787,US02215L2097,10,101020
XNCM,AFBI,0001823406,US00832E1038,40,401010
XNMS,URGN,0001668243,IL0011407140,35,352010
XNYS,KREF,0001631596,US48251K1007,40,402040
XNYS,LBRT,0001694028,US53115L1044,10,101010
XNYS,TRTX,0001630472,US87266M1071,40,402040
XNYS,FPH,0001574197,US33833Q1067,60,602010
XNYS,AM,0001623925,US03676B1026,10,101020
XNYS,GNTY,0001058867,US4007641065,40,401010
XNGS,PENG,0001616533,KYG8232Y1017,45,453010
XNCM,FMAO,0000792966,US30779N1054,40,401010
XNYS,IR,0001699150,US45687V1061,20,201060
XNYS,VST,0001692819,US92840M1027,55,551050
XNCM,CODX,0001692415,US1897631057,35,351010
XNYS,SEI,0001697500,US83418M1036,10,101010
XNYS,BEDU,0001696355,US1091992081,25,253020
XNYS,CARS,0001683606,US14575E1055,50,502030
XNYS,SMHI,0001690334,US78413P1012,10,101010
XNGS,ARGX,0001697862,US04016X1019,35,352010
XNMS,APPN,0001441683,US03782L1017,45,451030
XNYS,WOW,0001701051,US96758W1018,50,502010
XNCM,CELH,0001341766,US15118V2079,30,302010
XNCM,SSTI,0001351636,US82536T1079,45,451030
XNYS,JHG,0001274173,JE00BYPZJM29,40,402030
XNYS,GPMT,0001703644,US38741L1070,40,402040
XNCM,ZKIN,0001687451,VGG9892K2092,15,151040
XNYS,PLYM,0001515816,US7296401026,60,601025
XNCM,NESR,0001698514,VGG6375R1073,10,101010
XNCM,ESQ,0001531031,US29667J1016,40,401010
XNCM,RNTX,0001420565,US00887A2042,35,352010
XNGS,MRSN,0001442836,US59045L1061,35,352010
XNCM,IMRN,0001416282,US45254U1016,35,352010
XNGS,CGBD,0001544206,US8722801029,40,402030
XNCM,FRSX,0001701229,US3455232039,25,251010
XNYS,ECVT,0001708035,US27923Q1094,15,151010
XNYS,BOC,0001494582,US1010441053,50,502010
XNYS,ATUS,0001702780,US02156K1034,50,502010
XNYS,BY,0001702750,US1244111092,40,401010
XNCM,FRGT,0001687542,VGG514131397,20,203010
XNYS,MGY,0001698990,US5596631094,10,101020
XNCM,SGBX,0001023994,US78418A6047,20,201030
XNCM,CKPT,0001651407,US1628282063,35,352010
XNCM,ATNF,0001690080,US68236V3024,35,352010
XNCM,PRPO,0001043961,US74019L6020,35,351020
XNYS,JBGS,0001689796,US46590V1008,60,601040
XNCM,KALA,0001479419,US4831192020,35,352010
XNGS,RBB,0001499422,US74930B1052,40,401010
XNYS,BEST,0001709505,US08653C6012,20,203010
XNCM,SMPL,0001702744,US82900L1026,30,302020
XNGS,BHF,0001685040,US10922N1037,40,403010
XNCM,CBUS,0001705843,US17166A1016,35,352010
XNGS,RDFN,0001382821,US75737F1084,60,602010
XNCM,CODA,0001334325,US19188U2069,45,452030
XNCM,BKYI,0001019034,US09060C5076,45,451030
XNCM,GNPX,0001595248,US3724462037,35,352010
XNGS,BPRN,0001913971,US74179A1079,40,401010
XNCM,IMTE,0001668438,AU000000ITL3,45,452030
XNCM,CTXR,0001506251,US17322U3068,35,352020
XNYS,RNGR,0001699039,US75282U1043,10,101010
XNCM,BLNE,0001534708,US2778024016,30,302010
XNCM,RETO,0001687277,VGG752711256,15,151020
XNYS,STR,0001949543,US82983N1081,10,101020
XNYS,ACEL,0001698991,KYG898271286,25,253010
XNCM,PETZ,0001684425,VGG870841100,30,302020
XNCM,BBCP,0001703956,US2067041085,20,201030
XNMS,KIDS,0001425450,US68752L1008,35,351010
XNYS,NINE,0001532286,US65441V1017,10,101010
XNGS,ACGLO,0000947484,US03939A1079,40,403010
XNCM,MBIO,0001680048,US62818Q3020,35,352010
XNCM,CELC,0001603454,US15102K1007,35,352010
XNYS,DD,0001666700,US26614N1028,15,151010
XNCM,HFFG,0001680873,US40417F1093,30,301010
XNMS,RYTM,0001649904,US76243J1051,35,352010
XNYS,KNX,0001492691,US4990491049,20,203040
XNCM,FENC,0001211583,US31447P1003,35,352010
XNGS,KRYS,0001711279,US5011471027,35,352010
XNYS,DESP,0001703141,VGG273581030,25,253010
XNCM,VERO,0001409269,US92332W2044,35,351010
XNGS,ROKU,0001428439,US77543R1023,50,502020
XNYS,HBB,0001709164,US40701T1043,25,252010
XNCM,AGMH,0001705402,VGG0132V1058,40,402030
XNGS,OPTN,0001494650,US68404V2097,35,352020
XNGS,CARG,0001494259,US1417881091,50,502030
XNMS,ACMR,0001680062,US00108J1097,45,453010
XNCM,NCNA,0001709626,US67022C2052,35,352010
XNMS,PDLB,0001874071,US7323441060,40,401010
XNYS,CTOS,0001709682,KYG189201018,20,201070
XNMS,FDBC,0001098151,US31609R1005,40,401010
XNGS,EYE,0001710155,US63845R1077,25,255040
XNMS,MDB,0001441816,US60937P1066,45,451020
XNYS,MCB,0001476034,US5917741044,40,401010
XNYS,QD,0001692705,US7477981069,40,402020
XNGS,SPRO,0001701108,US84833T1034,35,352010
XNYS,SE,0001703399,US81141R1005,50,502020
XNCM,MATH,0001682241,KYG283651076,40,402020
XNCM,NAAS,0001712178,US62955X2018,25,255040
XNCM,RMBL,0001596961,US7813863054,25,255040
XNYS,FINV,0001691445,US31810T1016,40,402020
XNCM,FAT,0001705012,US30258N1054,25,253010
XNCM,AYTU,0001385818,US0547548588,35,352020
XNCM,AGAE,0001708341,US0191701095,25,253010
XNYS,NEXA,0001713930,LU1701428291,15,151040
XNCM,MBIN,0001629019,US58844R1086,40,402010
XNCM,AHG,0001702318,US98422P1084,35,351020
XNYS,FEDU,0001709819,US35101A3095,25,253020
XNGS,NMRK,0001690680,US65158N1028,60,602010
XNGS,SCPH,0001604950,US8106481059,35,352020
XNCM,XFOR,0001501697,US98420X1037,35,352010
XNMS,ICLK,0001697818,US45113Y2037,50,502010
XNYS,STEL,0001473844,US8589271068,40,401010
XNGS,FNKO,0001704711,US3610081057,25,252020
XNGS,ALTR,0001701732,US0213691035,45,451030
XNGS,SFIX,0001576942,US8608971078,25,255040
XNCM,NAOV,0001326706,US63008J6038,35,351010
XNCM,SDOT,0001701756,US6273333053,30,302020
XNGS,MRBK,0001750735,US58958P1049,40,401010
XNCM,KXIN,0001713539,KYG5223X1593,25,255040
XNGS,IFRX,0001708688,NL0012661870,35,352010
XNGS,APLS,0001492422,US03753U1060,35,352010
XNGS,BAND,0001514416,US05988J1034,50,501010
XNYS,CNR,0001710366,US2189371006,10,101020
XNCM,SBT,0001680379,US85917W1027,40,401010
XNMS,QTRX,0001503274,US74766Q1013,35,352030
XNCM,OSW,0001758488,BSP736841136,25,253020
XNYS,CNNE,0001704720,US13765N1072,40,402010
XNCM,ENVB,0000890821,US29405E4061,35,352020
XNGS,DNLI,0001714899,US24823R1059,35,352010
XNMS,LOOP,0001504678,US5435181046,15,151010
XNGS,LX,0001708259,US5288771034,40,402020
XNCM,FAMI,0001701261,KYG332771313,30,302020
XNCM,CUE,0001645460,US22978P1066,35,352010
XNCM,AIHS,0001711012,US8172252046,40,402020
XNGS,ILPT,0001717307,US4562371066,60,601025
XNCM,NRXP,0001719406,US6294442099,35,352020
XNCM,BOXL,0001624512,US1031973076,45,452020
XNCM,DOGZ,0001707303,VGG2788T1113,25,252030
XNCM,MVBF,0001277902,US5538101024,40,401010
XNCM,ASTH,0001083446,US03763A2078,35,351020
XNCM,SXTC,0001723980,VGG2161P1577,35,352020
XNCM,DLPN,0001282224,US25686H3084,50,502020
XNCM,OSS,0001394056,US68247W1099,45,452020
XNCM,EYEN,0001682639,US30234E2037,35,352020
XNGS,LILA,0001712184,BMG9001E1021,50,501010
XNCM,BTBT,0001710350,KYG1144A1058,45,451030
XNCM,VYNE,0001566044,US92941V3087,35,352020
XNCM,SLGL,0001684693,IL0011417206,35,352020
XNGS,CLBK,0001723596,US1976411033,40,401010
XNGS,SLDB,0001707502,US83422E2046,35,352010
XNYS,ADT,0001703056,US00090Q1031,25,253020
XNCM,REKR,0001697851,US7594191048,45,451030
XNYS,COLD,0001455863,US03064D1081,60,601025
XNMS,EOLS,0001570562,US30052C1071,35,352020
XNYS,ZEPP,0001720446,US98945L2043,45,452030
XNGS,VCTR,0001570827,US92645B1035,40,402030
XNMS,ACET,0001720580,US0070021086,35,352010
XNMS,CDLX,0001666071,US14161W1053,50,502010
XNYS,PAGS,0001712807,KYG687071012,40,402010
XNYS,GTES,0001718512,GB00BD9G2S12,20,201060
XNYS,AGS,0001593548,US72814N1046,25,253010
XNYS,LAR,0001440972,CH1403212751,15,151040
XNYS,CAAP,0001717393,LU1756447840,20,203050
XNMS,CLGN,0001631487,IL0004960188,35,352010
XNYS,CEPU,0001717161,US1550382014,55,551050
XNYS,VICI,0001705696,US9256521090,60,601080
XNYS,BRSP,0001717547,US10949T1097,40,402040
XNYS,WHD,0001699136,US1272031071,10,101010
XNCM,BLNK,0001429764,US09354A1007,20,201040
XNCM,BTAI,0001720893,US09075P2048,35,352010
XNYS,EQH,0001333986,US29452E1010,40,402010
XNCM,GRYP,0001755953,US4005101039,45,451030
XNCM,LVO,0001491419,US53814X1028,50,502020
XNYS,PACK,0001712463,KYG6772P1000,15,151030
XNMS,CRON,0001656472,CA22717L1013,35,352020
XNGS,ZS,0001713683,US98980G1022,45,451030
XNGS,DBX,0001467623,US26210C1045,45,451030
XNMS,LPRO,0001806201,US68373J1043,40,402030
XNCM,TH,0001712189,KYG7126L1005,25,253010
XNYS,GHG,0001724755,US39579V1008,25,253010
XNGS,IQ,0001722608,US46267X1081,50,502020
XNCM,BWB,0001341317,US1086211034,40,401010
XNGS,ULCC,0001670076,US35909R1086,20,203020
XNYS,RCUS,0001724521,US03969F1093,35,352010
XNYS,RFL,0001713863,US75062E1064,60,602010
XNGS,BILI,0001723690,US0900401060,50,502030
XNYS,STG,0001723935,US86740P2074,25,253020
XNCM,HOFV,0001708176,US40619L2016,25,253010
XNCM,HYMC,0001718405,US44862P2083,15,151040
XNCM,COCP,0001412486,US19188J4094,35,352020
XNGS,COGT,0001622229,US19240Q2012,35,352010
XNMS,QTTB,0001661998,US7469641051,35,352010
XNCM,GORV,0001721741,US52110H1005,25,255040
XNCM,RDVT,0001720116,US75704L1044,45,451030
XNYS,SPOT,0001639920,LU1778762911,50,502020
XNGS,LTN,0001769484,KYG1117K1141,15,151010
XNMS,SIGA,0001010086,US8269171067,35,352020
XNMS,OPBK,0001722010,US67109R1095,40,401010
XNCM,WAFU,0001716770,VGG941841014,25,253020
XNCM,VTSI,0001085243,US92827K3014,20,201010
XNGS,DOCU,0001261333,US2561631068,45,451030
XNGS,LASR,0001124796,US65487K1007,45,452030
XNGS,GSHD,0001726978,US38267D1090,40,403010
XNGS,BFST,0001624322,US12326C1053,40,401010
XNCM,HSDT,0001610853,US42328V8019,35,351010
XNGS,UBX,0001463361,US91381U2006,35,352010
XNYS,NVT,0001720635,IE00BDVJJQ56,20,201040
XNCM,AHCO,0001725255,US00653Q1022,35,351020
XNYS,INSP,0001609550,US4577301090,35,351010
XNYS,EAF,0000931148,US3843135084,20,201040
XNYS,ASX,0001738792,US00215W1009,45,453010
XNCM,DVLT,0001682149,US86633R6099,45,453010
XNYS,DAY,0001725057,US15677J1088,20,202020
XNGS,CHX,0001723089,US15872M1045,10,101010
XNMS,LOVE,0001701758,US54738L1098,25,252010
XNYS,BH.A,0001726173,US08986R4083,25,253010
XNGS,ROAD,0001718227,US21044C1071,20,201030
XNCM,JRSH,0001696558,US47632P1012,25,252030
XNGS,BCML,0001730984,US07272M1071,40,401010
XNCM,PLL,0001728205,US72016P1057,15,151040
XNYS,OBK,0001516912,US68621T1025,40,401010
XNYS,HUYA,0001728190,US44852D1081,50,502020
XNYS,TALO,0001724965,US87484T1088,10,101020
XNGS,SRRK,0001727196,US80706P1030,35,352010
XNYS,WH,0001722684,US98311A1051,25,253010
XNMS,CLPS,0001724542,KYG316421042,45,451020
XNMS,EXPI,0001495932,US30212W1009,60,602010
XNGS,KNSA,0001730430,GB00BRXB0C07,35,352010
XNCM,EDRY,0001731388,MHY235081079,20,203030
XNGS,MGTX,0001735438,KYG596651029,35,352010
XNCM,ITRM,0001659323,IE000TTOOBX0,35,352020
XNMS,HPK,0001792849,US43114Q1058,10,101020
XNCM,DNTH,0001690585,US2528281080,35,352010
XNGS,XERS,0001867096,US98422E1038,35,352020
XNMS,VRCA,0001660334,US92511W1080,35,352020
XNMS,TECX,0001681087,US8789721086,35,352010
XNCM,NVNO,0001661053,US29415J1060,35,351010
XNGS,SCOR,0001158172,US20564W2044,50,502010
XNCM,HQI,0001140102,US4335351015,20,202020
XNCM,GRNQ,0001597846,US39540F3091,40,402030
XNGS,AUTL,0001730463,US05280R1005,35,352010
XNGS,IIIV,0001728688,US46571Y1073,45,451030
XNYS,BV,0001734713,US10948C1071,20,202010
XNYS,EPRT,0001728951,US29670E1073,60,601010
XNCM,KZR,0001645666,US49372L2097,35,352010
XNCM,CENN,0001707919,AU0000198582,25,251020
XNYS,BJ,0001531152,US05550J1016,30,301010
XNCM,OPRX,0001448431,US68401U2042,35,351030
XNYS,RNR PR F,0000913144,US75968N3098,40,403010
XNYS,GB,0001799983,CH0562152865,40,402010
XNCM,AADI,0001422142,US00032Q1040,35,352010
XNMS,EVER,0001640428,US30041R1086,50,502030
XNCM,LSEA,0001721386,US51509P1030,25,252010
XNMS,STIM,0001227636,US64131A1051,35,351010
XNGS,UXIN,0001729173,US91818X3061,25,255040
XNGS,TLRY,0001731348,US88688T1007,35,352020
XNCM,ENTX,0001638097,IL0011429839,35,352010
XNMS,DOMO,0001505952,US2575541055,45,451030
XNGS,OPRA,0001737450,US68373M1071,45,451030
XNGS,BRY,0001705873,US08579X1019,10,101020
XNGS,TENB,0001660280,US88025T1025,45,451030
XNCM,BNGO,0001411690,US09075F4046,35,352030
XNCM,LQDA,0001819576,US53635D2027,35,352020
XNCM,JG,0001737339,US0518572096,45,451030
XNGS,MYFW,0001327607,US33751L1052,40,401010
XNYS,ARLO,0001736946,US04206A1016,45,452030
XNCM,BROG,0001774983,KYG1611B1077,10,101020
